group	pTM_A	pTM_DNA	pTM_MG	pTM_C	pTM_rep	ipTM_A	ipTM_DNA	ipTM_MG	ipTM_C	ipTM_rep	ipTM_A_DNA	ipTM_A_MG	ipTM_DNA_MG	ipTM_A_C	ipTM_C_MG	ipTM_A_rep	ipTM_C_DNA	ipTM_C_rep	ipTM_DNA_rep	ipTM_MG_rep	ipSAE_A_DNA	ipSAE_d0chn_A_DNA	ipSAE_d0dom_A_DNA	ipTM_af_ipSAE_15_A_DNA	ipTM_d0chn_ipSAE_15_A_DNA	pDockQ_ipSAE_15_A_DNA	pDockQ2_ipSAE_15_A_DNA	LIS_ipSAE_15_A_DNA	ipSAE_A_C	ipSAE_d0chn_A_C	ipSAE_d0dom_A_C	ipTM_af_ipSAE_15_A_C	ipTM_d0chn_ipSAE_15_A_C	pDockQ_ipSAE_15_A_C	pDockQ2_ipSAE_15_A_C	LIS_ipSAE_15_A_C	ipSAE_A_rep	ipSAE_d0chn_A_rep	ipSAE_d0dom_A_rep	ipTM_af_ipSAE_15_A_rep	ipTM_d0chn_ipSAE_15_A_rep	pDockQ_ipSAE_15_A_rep	pDockQ2_ipSAE_15_A_rep	LIS_ipSAE_15_A_rep	ipSAE_C_DNA	ipSAE_d0chn_C_DNA	ipSAE_d0dom_C_DNA	ipTM_af_ipSAE_15_C_DNA	ipTM_d0chn_ipSAE_15_C_DNA	pDockQ_ipSAE_15_C_DNA	pDockQ2_ipSAE_15_C_DNA	LIS_ipSAE_15_C_DNA	ipSAE_C_rep	ipSAE_d0chn_C_rep	ipSAE_d0dom_C_rep	ipTM_af_ipSAE_15_C_rep	ipTM_d0chn_ipSAE_15_C_rep	pDockQ_ipSAE_15_C_rep	pDockQ2_ipSAE_15_C_rep	LIS_ipSAE_15_C_rep	ipSAE_DNA_rep	ipSAE_d0chn_DNA_rep	ipSAE_d0dom_DNA_rep	ipTM_af_ipSAE_15_DNA_rep	ipTM_d0chn_ipSAE_15_DNA_rep	pDockQ_ipSAE_15_DNA_rep	pDockQ2_ipSAE_15_DNA_rep	LIS_ipSAE_15_DNA_rep
gpa_ssDNA_30nt_gpc_seed7_model_4	0.83	0.13	NA	0.51	NA	0.49	0.2	0.32	0.09	NA	0.45	0.83	0.1	0.19	0.03	NA	0.03	NA	NA	NA	0.032692	0.296171	0.25493	0.83	0.254972	0.1652	0.0168	0.0461	0	0	0	0.19	0.108345	0.0953	0.0098	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.03	0.020092	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed8_model_0	0.85	0.21	NA	0.52	NA	0.62	0.32	0.37	0.19	NA	0.65	0.86	0.17	0.34	0.1	NA	0.13	NA	NA	NA	0.415181	0.458944	0.430351	0.86	0.458944	0.1823	0.069	0.1866	0.005538	0.290039	0.112022	0.34	0.179826	0.124	0.0158	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.034482	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed8_model_1	0.85	0.21	NA	0.53	NA	0.63	0.31	0.41	0.26	NA	0.6	0.86	0.17	0.42	0.2	NA	0.17	NA	NA	NA	0.398903	0.445196	0.415556	0.86	0.40785	0.2558	0.0373	0.1826	0.092972	0.303421	0.211087	0.42	0.225568	0.1358	0.0198	0.0435	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.2	0.042651	0.0186	0.0082	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed8_model_2	0.86	0.2	NA	0.53	NA	0.63	0.3	0.4	0.28	NA	0.58	0.84	0.16	0.46	0.22	NA	0.16	NA	NA	NA	0.364144	0.439309	0.408132	0.84	0.37466	0.2578	0.0384	0.1668	0.16623	0.337902	0.275794	0.46	0.254379	0.1503	0.0319	0.0605	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.22	0.043213	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed8_model_3	0.85	0.21	NA	0.54	NA	0.6	0.3	0.38	0.2	NA	0.6	0.86	0.16	0.35	0.13	NA	0.13	NA	NA	NA	0.373986	0.416465	0.388318	0.86	0.406453	0.219	0.0458	0.1679	0.005185	0.276318	0.13762	0.35	0.190572	0.0978	0.0145	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.13	0.034937	0.0184	0.0083	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed8_model_4	0.84	0.2	NA	0.53	NA	0.6	0.29	0.38	0.21	NA	0.58	0.84	0.16	0.37	0.13	NA	0.13	NA	NA	NA	0.35206	0.413154	0.382302	0.84	0.370827	0.2283	0.032	0.1488	0.009697	0.292048	0.176308	0.37	0.202758	0.1239	0.0212	0.0229	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.13	0.036814	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed9_model_0	0.85	0.21	NA	0.55	NA	0.66	0.33	0.41	0.33	NA	0.64	0.83	0.15	0.52	0.24	NA	0.21	NA	NA	NA	0.390659	0.451913	0.423383	0.83	0.451913	0.2343	0.0568	0.1804	0.27846	0.33919	0.298765	0.52	0.315145	0.102	0.0182	0.0457	NA	NA	NA	NA	NA	NA	NA	NA	0.020693	0.07702	0.020693	0.24	0.055344	0.0187	0.0086	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed9_model_1	0.85	0.2	NA	0.56	NA	0.65	0.32	0.41	0.29	NA	0.62	0.86	0.15	0.48	0.21	NA	0.18	NA	NA	NA	0.342459	0.421842	0.393591	0.86	0.421842	0.2334	0.043	0.1594	0.220032	0.304509	0.239768	0.48	0.27355	0.0894	0.0155	0.0263	NA	NA	NA	NA	NA	NA	NA	NA	0.018828	0.070443	0.018828	0.21	0.047065	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed9_model_2	0.85	0.2	NA	0.52	NA	0.53	0.26	0.34	0.06	NA	0.6	0.85	0.15	0.13	0.02	NA	0.03	NA	NA	NA	0.341474	0.41908	0.390876	0.85	0.400846	0.2261	0.0353	0.1671	0	0	0	0.13	0.092704	0.0344	0.0099	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.02	0.019069	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed9_model_3	0.86	0.19	NA	0.54	NA	0.63	0.29	0.42	0.27	NA	0.56	0.88	0.15	0.45	0.21	NA	0.15	NA	NA	NA	0.309083	0.40809	0.374096	0.88	0.36983	0.2427	0.0331	0.1398	0.157083	0.29542	0.181458	0.45	0.246728	0.0846	0.0164	0.0201	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.21	0.040818	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed9_model_4	0.85	0.2	NA	0.52	NA	0.52	0.24	0.33	0.07	NA	0.56	0.83	0.14	0.15	0.02	NA	0.03	NA	NA	NA	0.278806	0.401114	0.367054	0.83	0.359919	0.2105	0.0254	0.1257	0	0	0	0.15	0.103669	0.0536	0.009	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.02	0.020048	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed10_model_0	0.83	0.24	NA	NA	NA	0.83	0.48	0.53	NA	NA	0.78	0.88	0.17	NA	NA	NA	NA	NA	NA	NA	0.607123	0.690271	0.668901	0.88	0.690271	0.3051	0.1436	0.3379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed10_model_1	0.83	0.23	NA	NA	NA	0.84	0.51	0.57	NA	NA	0.78	0.9	0.23	NA	NA	NA	NA	NA	NA	NA	0.547173	0.678971	0.655379	0.9	0.678971	0.287	0.1087	0.3039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed10_model_2	0.83	0.22	NA	NA	NA	0.82	0.46	0.53	NA	NA	0.75	0.89	0.17	NA	NA	NA	NA	NA	NA	NA	0.54638	0.635245	0.610654	0.89	0.635245	0.3245	0.1462	0.2948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed10_model_3	0.83	0.22	NA	NA	NA	0.8	0.44	0.51	NA	NA	0.73	0.86	0.16	NA	NA	NA	NA	NA	NA	NA	0.529278	0.611494	0.588983	0.86	0.611494	0.292	0.1077	0.2905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed10_model_4	0.83	0.22	NA	NA	NA	0.78	0.43	0.5	NA	NA	0.71	0.85	0.15	NA	NA	NA	NA	NA	NA	NA	0.551393	0.592044	0.567316	0.85	0.592044	0.209	0.0607	0.2888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed1_model_0	0.83	0.25	NA	NA	NA	0.82	0.48	0.5	NA	NA	0.81	0.83	0.16	NA	NA	NA	NA	NA	NA	NA	0.637666	0.736528	0.716622	0.83	0.736528	0.3934	0.1765	0.3734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed1_model_1	0.83	0.24	NA	NA	NA	0.85	0.51	0.55	NA	NA	0.8	0.89	0.22	NA	NA	NA	NA	NA	NA	NA	0.614537	0.716895	0.69569	0.89	0.716895	0.2967	0.1648	0.3447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed1_model_2	0.83	0.24	NA	NA	NA	0.84	0.5	0.55	NA	NA	0.79	0.9	0.21	NA	NA	NA	NA	NA	NA	NA	0.589747	0.692502	0.670344	0.9	0.692502	0.3577	0.1737	0.3256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed1_model_3	0.84	0.24	NA	NA	NA	0.83	0.48	0.54	NA	NA	0.77	0.89	0.2	NA	NA	NA	NA	NA	NA	NA	0.58353	0.66981	0.647311	0.89	0.66981	0.3485	0.132	0.3164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed1_model_4	0.83	0.23	NA	NA	NA	0.81	0.46	0.53	NA	NA	0.74	0.88	0.19	NA	NA	NA	NA	NA	NA	NA	0.595171	0.645071	0.622098	0.88	0.645071	0.2224	0.0806	0.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed2_model_0	0.84	0.24	NA	NA	NA	0.84	0.5	0.55	NA	NA	0.8	0.89	0.21	NA	NA	NA	NA	NA	NA	NA	0.614237	0.719597	0.698571	0.89	0.719597	0.3019	0.1734	0.3463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed2_model_1	0.83	0.24	NA	NA	NA	0.85	0.49	0.55	NA	NA	0.79	0.9	0.2	NA	NA	NA	NA	NA	NA	NA	0.602132	0.710411	0.687414	0.9	0.710411	0.3042	0.0907	0.3388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed2_model_2	0.82	0.23	NA	NA	NA	0.82	0.47	0.54	NA	NA	0.75	0.89	0.18	NA	NA	NA	NA	NA	NA	NA	0.570131	0.644986	0.620276	0.89	0.644986	0.2404	0.1283	0.3046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed2_model_3	0.84	0.22	NA	NA	NA	0.82	0.46	0.53	NA	NA	0.74	0.89	0.17	NA	NA	NA	NA	NA	NA	NA	0.548257	0.633719	0.611389	0.89	0.633719	0.3358	0.1059	0.2976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed2_model_4	0.83	0.22	NA	NA	NA	0.78	0.44	0.51	NA	NA	0.71	0.86	0.16	NA	NA	NA	NA	NA	NA	NA	0.549385	0.606914	0.583688	0.86	0.598685	0.2831	0.0905	0.2953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed3_model_0	0.85	0.12	NA	NA	NA	0.71	0.37	0.54	NA	NA	0.54	0.88	0.21	NA	NA	NA	NA	NA	NA	NA	0.248602	0.372862	0.340743	0.88	0.357274	0.2544	0.028	0.1167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed3_model_1	0.84	0.12	NA	NA	NA	0.68	0.31	0.51	NA	NA	0.49	0.88	0.14	NA	NA	NA	NA	NA	NA	NA	0.124963	0.318568	0.283083	0.88	0.297778	0.203	0.0197	0.0523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed3_model_2	0.84	0.12	NA	NA	NA	0.64	0.25	0.45	NA	NA	0.44	0.85	0.06	NA	NA	NA	NA	NA	NA	NA	0.039625	0.323383	0.282176	0.85	0.264307	0.2138	0.0203	0.0503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed3_model_3	0.84	0.11	NA	NA	NA	0.6	0.2	0.44	NA	NA	0.37	0.83	0.04	NA	NA	NA	NA	NA	NA	NA	0.022673	0.280941	0.204826	0.83	0.2159	0.1295	0.0131	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed3_model_4	0.84	0.1	NA	NA	NA	0.58	0.18	0.44	NA	NA	0.33	0.84	0.04	NA	NA	NA	NA	NA	NA	NA	0.026696	0.314698	0.252976	0.84	0.192126	0.112	0.0154	0.0309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed4_model_0	0.83	0.24	NA	NA	NA	0.85	0.54	0.58	NA	NA	0.82	0.89	0.27	NA	NA	NA	NA	NA	NA	NA	0.566539	0.746994	0.725759	0.89	0.746994	0.3658	0.1303	0.3365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed4_model_1	0.84	0.24	NA	NA	NA	0.84	0.48	0.53	NA	NA	0.79	0.89	0.18	NA	NA	NA	NA	NA	NA	NA	0.61186	0.70432	0.683318	0.89	0.70432	0.2854	0.1392	0.3439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed4_model_2	0.84	0.24	NA	NA	NA	0.83	0.48	0.54	NA	NA	0.77	0.89	0.18	NA	NA	NA	NA	NA	NA	NA	0.616263	0.684973	0.664108	0.89	0.684973	0.2488	0.1272	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed4_model_3	0.84	0.23	NA	NA	NA	0.82	0.46	0.54	NA	NA	0.74	0.9	0.19	NA	NA	NA	NA	NA	NA	NA	0.61497	0.641296	0.625687	0.9	0.641296	0.2521	0.0915	0.339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed4_model_4	0.82	0.22	NA	NA	NA	0.8	0.45	0.5	NA	NA	0.75	0.85	0.16	NA	NA	NA	NA	NA	NA	NA	0.603533	0.651293	0.628976	0.85	0.651293	0.3052	0.1016	0.3318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed5_model_0	0.85	0.26	NA	NA	NA	0.86	0.54	0.57	NA	NA	0.83	0.9	0.25	NA	NA	NA	NA	NA	NA	NA	0.642237	0.751633	0.73667	0.9	0.751633	0.3682	0.2013	0.3592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed5_model_1	0.84	0.23	NA	NA	NA	0.83	0.47	0.54	NA	NA	0.77	0.9	0.18	NA	NA	NA	NA	NA	NA	NA	0.562036	0.660696	0.637386	0.9	0.660696	0.3317	0.1321	0.3097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed5_model_2	0.83	0.23	NA	NA	NA	0.82	0.46	0.52	NA	NA	0.76	0.87	0.17	NA	NA	NA	NA	NA	NA	NA	0.561545	0.638095	0.613759	0.87	0.638095	0.3292	0.1043	0.2966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed5_model_3	0.84	0.24	NA	NA	NA	0.82	0.47	0.53	NA	NA	0.75	0.88	0.18	NA	NA	NA	NA	NA	NA	NA	0.637689	0.658835	0.648012	0.88	0.658835	0.2846	0.1705	0.3547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed5_model_4	0.83	0.22	NA	NA	NA	0.8	0.44	0.52	NA	NA	0.72	0.87	0.16	NA	NA	NA	NA	NA	NA	NA	0.564626	0.601731	0.57856	0.87	0.601731	0.2716	0.0834	0.3042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed6_model_0	0.84	0.14	NA	NA	NA	0.71	0.35	0.51	NA	NA	0.55	0.87	0.15	NA	NA	NA	NA	NA	NA	NA	0.174685	0.360115	0.329922	0.87	0.359533	0.2555	0.0311	0.0907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed6_model_1	0.83	0.13	NA	NA	NA	0.7	0.38	0.54	NA	NA	0.54	0.86	0.22	NA	NA	NA	NA	NA	NA	NA	0.212357	0.354512	0.320263	0.86	0.350397	0.2701	0.0332	0.0992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed6_model_2	0.85	0.12	NA	NA	NA	0.71	0.34	0.51	NA	NA	0.54	0.88	0.14	NA	NA	NA	NA	NA	NA	NA	0.173091	0.367631	0.338562	0.88	0.367631	0.1735	0.0244	0.1132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed6_model_3	0.83	0.13	NA	NA	NA	0.68	0.29	0.47	NA	NA	0.5	0.87	0.07	NA	NA	NA	NA	NA	NA	NA	0.087494	0.335261	0.301826	0.87	0.312358	0.2185	0.0236	0.0737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed6_model_4	0.83	0.13	NA	NA	NA	0.63	0.23	0.46	NA	NA	0.41	0.85	0.06	NA	NA	NA	NA	NA	NA	NA	0.143883	0.390317	0.342176	0.85	0.253357	0.1478	0.0257	0.106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed7_model_0	0.85	0.13	NA	NA	NA	0.71	0.37	0.53	NA	NA	0.55	0.87	0.19	NA	NA	NA	NA	NA	NA	NA	0.144892	0.361646	0.333785	0.87	0.361646	0.2797	0.0301	0.0903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed7_model_1	0.84	0.12	NA	NA	NA	0.67	0.29	0.49	NA	NA	0.48	0.87	0.11	NA	NA	NA	NA	NA	NA	NA	0.099811	0.307299	0.272802	0.87	0.281692	0.3046	0.0217	0.0535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed7_model_2	0.84	0.11	NA	NA	NA	0.66	0.3	0.51	NA	NA	0.45	0.87	0.15	NA	NA	NA	NA	NA	NA	NA	0.08652	0.307662	0.274485	0.87	0.273103	0.2182	0.0201	0.0549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed7_model_3	0.84	0.11	NA	NA	NA	0.64	0.26	0.49	NA	NA	0.42	0.87	0.11	NA	NA	NA	NA	NA	NA	NA	0.026071	0.309299	0.261129	0.87	0.252336	0.1509	0.0154	0.0288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed7_model_4	0.84	0.11	NA	NA	NA	0.61	0.22	0.44	NA	NA	0.39	0.84	0.05	NA	NA	NA	NA	NA	NA	NA	0.024647	0.297593	0.240482	0.84	0.236133	0.14	0.0143	0.0199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
